ID,Barcode Content,Format,Timestamp
"7547edc0-729f-4558-bb1b-dd5415797362","01234567890","CODE_39","2026-02-28T12:54:18.155Z"
"845a104e-8df2-48c9-93a5-8ab7401d7e1d","01234567890","CODE_39","2026-02-28T12:54:02.494Z"
